mutation: 0 crossover: 0
6403.59259129
12657.4547443
18019.226581
24626.0411174
27296.0470856
34008.3368156
40285.2235988
43033.6328904
48852.3906788
54485.8676384
56728.6189649
58067.9696763
62048.5210393
64839.0413587
68472.6279404
72677.302074
76972.9011581
81631.8710015
85817.3226409
91011.9921771
94007.626187
98496.2196315
101943.075015
106056.127683
110109.155667
110441.215205
110773.274744
112099.738142
113034.720955
113262.412795
113717.796474
113717.796474
113717.796474
113717.796474
113717.796474
113717.796474
113945.488314
113945.488314
113945.488314
113945.488314
mutation: 0 crossover: 1
1753.18061574
8132.29566554
18391.7491156
25633.8608225
32142.9263633
35932.6831271
43598.415216
46803.07411
51180.622509
57906.822628
61124.4201623
64193.3674275
69662.7052807
71581.0251902
73163.499499
76438.3898222
78020.864131
80372.6340743
82773.0246624
83036.7911133
83959.9114932
84751.1486476
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
85674.2690275
mutation: 0 crossover: 2
4962.45388317
10933.492531
14541.9460667
18931.3509048
23595.1584178
27786.9112233
34856.1908551
36313.1378494
38155.2725138
40489.3041162
43782.2377557
45585.4006397
48311.6513444
53331.2436242
57704.6207984
66126.9438196
69290.0563567
73353.7129582
73890.9135676
77381.7691966
78372.043504
82080.8921639
85136.4742765
88557.9198704
90268.6426673
91979.3654643
94712.656693
94712.656693
95970.305792
97227.9548909
97227.9548909
97532.4455933
97532.4455933
97532.4455933
97532.4455933
97532.4455933
97532.4455933
97532.4455933
97532.4455933
97532.4455933
mutation: 0 crossover: 3
2348.85147359
10843.5171032
16625.2059972
25924.7755786
30859.0653431
37408.9651991
43811.8741011
51790.7948677
53868.85845
56609.2846778
60822.4588492
62350.0919542
63668.0626502
66515.087164
67890.8440204
70541.51305
73138.405517
74666.038622
76294.5164103
77007.9106212
77822.1495153
79450.6273036
80978.2604086
81792.4993027
82606.7381969
82606.7381969
82606.7381969
82606.7381969
82606.7381969
82606.7381969
83420.977091
83420.977091
83420.977091
83420.977091
83420.977091
83420.977091
83420.977091
83420.977091
83420.977091
83420.977091
mutation: 0 crossover: 4
5007.73184588
11718.7587642
21475.3086659
27802.9285354
31872.3014352
36291.1936197
41164.7032593
44478.8904923
47245.833475
47963.1206946
50341.7585277
51107.0707074
52862.6582238
53757.5048841
54067.3698298
55182.6253238
56309.7633871
56933.5318731
58103.4953023
58688.4770169
60078.8492799
61248.8127091
62418.7761384
63003.757853
64173.7212822
64758.7029969
64758.7029969
65343.6847115
65343.6847115
65343.6847115
65343.6847115
65343.6847115
65343.6847115
65343.6847115
65343.6847115
65343.6847115
65343.6847115
65343.6847115
65343.6847115
65343.6847115
mutation: 1 crossover: 0
3713.5462481
11401.8377748
20002.7548935
27233.83611
35473.686685
43008.2879068
49043.8441332
53052.4580833
57352.6708733
61385.5561835
68029.6998932
73469.0301766
75506.4277811
78087.0656642
80713.6824385
83660.9706305
84877.9982696
85107.9078404
86199.7119358
89020.9544504
89295.3478314
89749.2290233
90065.9135247
90203.1102152
90973.6759085
91607.0449112
92514.807295
92968.6884869
93739.2541801
94509.8198734
95226.4318705
95543.1163719
95936.4755741
96050.9512599
96504.8324518
96779.2258328
97119.6697072
97119.6697072
97119.6697072
97256.8663977
mutation: 1 crossover: 1
2576.27792695
9909.5051854
16148.7143737
22472.4236338
30939.8772706
38133.2696099
39193.9021495
42369.5246527
46387.7093867
48905.299816
52298.7032953
55847.4584323
59729.3275306
62109.809088
63453.7754385
64797.7417891
68526.4822567
69482.3073857
70912.478608
71503.5532609
71962.1686825
72068.9581783
73066.0681351
73156.6665328
73247.2649306
73490.9071838
73824.1114025
74094.8701634
74428.0743821
74761.2786008
75032.0373617
75450.7349992
75783.9392179
76117.1434366
76179.5888944
76466.4033064
76667.7242996
76753.2177185
76607.3889806
76762.3201671
mutation: 1 crossover: 2
7089.70547808
13795.9718104
19172.9624308
24466.5409801
29466.5666108
33044.2103085
39042.9389168
44149.0463911
47906.8677822
56338.086087
58590.3271477
60949.5477642
65126.2062249
68433.9348979
72749.0566518
75827.2370574
78749.9503319
79667.8892839
81082.2870216
82969.4411925
83544.0180525
85718.0221764
87383.5407742
88125.9367484
89902.5493368
90429.1020945
91614.9687704
92191.8540417
94500.1863092
95937.1964029
97821.080293
99035.5606215
99917.7397711
100787.315947
102343.622786
103385.564989
104821.056343
106123.204994
106554.974292
108028.27094
mutation: 1 crossover: 3
4452.02967955
13153.2167172
18244.9197993
24933.9021404
31679.0600785
36320.828423
42007.8012561
43039.1282925
47261.0463447
51397.0037174
55517.5263728
57500.3819266
63284.467021
66526.9660051
68979.891971
72970.5550388
76581.3546092
77753.5138113
79341.339814
80517.3536666
81242.9416497
83608.3312071
85131.7498506
85522.3322161
87674.1573507
88235.0443679
88949.0268879
89561.7526881
89914.8874648
90633.323679
91054.5388027
91559.6212003
92064.7035978
93026.2596916
93673.0801665
93998.9594965
94443.9296737
94747.1617736
94838.0144332
95450.2978019
mutation: 1 crossover: 4
-286.579819861
6438.73088384
11295.7930047
13594.3316617
17792.5373847
25145.2506352
33070.9718095
36881.7306759
42738.6268227
45989.7698842
48644.2229561
52068.4091433
54008.8103618
